text,label
blessed not a single drop inside the apartment safe,No Damage
well got real flooded destroying the kitchen and living room still standing tho,Medium Damage
"Heavy damage to the laptop , the washer , and the entire downstairs insulation due to the standing water.",Medium Damage
"I am reporting a catastrophic total failure of the building. All furnishings, such as the dryer and HVAC were washed away down the street.",Destroyed
"Notice of complete destruction event. Every single item, including the furnace and the electronics were washed away down the street.",Destroyed
Happy to report the office and all contents like the clothing were not touched by water and remain completely dry.,No Damage
"Heavy damage to the HVAC , the furnace , and the entire downstairs garage from the sewage backup.",Medium Damage
We checked the condo as well as the HVAC are completely safe and are in perfect condition.,No Damage
"Heavy damage to the water heater , the fridge , and the entire downstairs flooring after the river crested.",Medium Damage
"The flood ruined our fridge , the vehicle , and the entire downstairs kitchen because of the storm surge.",Medium Damage
"The flood ruined our dryer , the fridge , and the entire downstairs ground floor from the sewage backup.",Medium Damage
Thankfully just the bottom of the garage door leaving to totally dry the furnace in the main living area.,Low Damage
Minor flooding hit the bottom of the garage door and didn't touch the car inside the house.,Low Damage
"Water destroyed the vehicle , the electronics , and the entire downstairs structural beams due to the standing water.",Medium Damage
"Water destroyed the HVAC , the toys , and the entire downstairs structural beams due to the standing water.",Medium Damage
not too bad a tiny bit of leaks in the street outside imo,Low Damage
"Notice of catastrophic total failure of the building. The structure itself, along with the fridge and furnace have been obliterated.",Destroyed
"Heavy damage to the dryer , the water heater , and the entire downstairs insulation due to the standing water.",Medium Damage
We checked the house as well as the vehicle survived the storm and remain completely dry.,No Damage
all good here perfectly safe near the residence woohoo,No Damage
blessed no flooding at all inside the unit thank heavens,No Damage
I can confirm that the house as well as the bed survived the storm and are in perfect condition.,No Damage
"Heavy damage to the mattress , the HVAC , and the entire downstairs subfloor from the sewage backup.",Medium Damage
Minor flooding hit the doormat but spared the washer inside the house.,Low Damage
We checked the building including the delicate television are completely safe and are in perfect condition.,No Damage
made it through completely dry at our unit 🙏,No Damage
We checked the shop including the delicate couch were not touched by water and are in perfect condition.,No Damage
"We suffered a complete destruction event. Every single item, including the TV and the dryer were washed away down the street.",Destroyed
all good here completely dry at our home safe,No Damage
just a scare just some water in the street outside imo,Low Damage
"Heavy damage to the couch , the electronics , and the entire downstairs first floor because of the storm surge.",Medium Damage
"Heavy damage to the truck , the HVAC , and the entire downstairs bedrooms due to the standing water.",Medium Damage
